Utheta:0,Utheta:1,Utheta:2,theta,arc_length
0.000224608,0,0,0.760758,0.03465
0.000224274,0,0,0.759603,0.0347
0.000223938,0,0,0.75844,0.03475
0.000223598,0,0,0.757267,0.0348
0.000223255,0,0,0.756087,0.03485
0.000222909,0,0,0.754898,0.0349
0.000222561,0,0,0.753701,0.03495
0.000222209,0,0,0.752494,0.035
0.000221854,0,0,0.751279,0.03505
0.000221496,0,0,0.750055,0.0351
0.000221135,0,0,0.748822,0.03515
0.00022077,0,0,0.74758,0.0352
0.000220403,0,0,0.746328,0.03525
0.000220032,0,0,0.745067,0.0353
0.000219658,0,0,0.743797,0.03535
0.00021928,0,0,0.742517,0.0354
0.000218899,0,0,0.741228,0.03545
0.000218516,0,0,0.739928,0.0355
0.000218128,0,0,0.738619,0.03555
0.000217736,0,0,0.737301,0.0356
0.000217341,0,0,0.735972,0.03565
0.000216943,0,0,0.734632,0.0357
0.000216541,0,0,0.733283,0.03575
0.000216135,0,0,0.731923,0.0358
0.000215726,0,0,0.730552,0.03585
0.000215312,0,0,0.729171,0.0359
0.000214896,0,0,0.727779,0.03595
0.000214475,0,0,0.726376,0.036
0.00021405,0,0,0.724962,0.03605
0.000213622,0,0,0.723537,0.0361
0.00021319,0,0,0.722101,0.03615
0.000212752,0,0,0.720654,0.0362
0.000212311,0,0,0.719194,0.03625
0.000211866,0,0,0.717723,0.0363
0.000211418,0,0,0.71624,0.03635
0.000210964,0,0,0.714745,0.0364
0.000210506,0,0,0.713238,0.03645
0.000210044,0,0,0.711718,0.0365
0.000209578,0,0,0.710187,0.03655
0.000209107,0,0,0.708643,0.0366
0.000208631,0,0,0.707085,0.03665
0.000208151,0,0,0.705516,0.0367
0.000207666,0,0,0.703932,0.03675
0.000207177,0,0,0.702336,0.0368
0.000206683,0,0,0.700727,0.03685
0.000206183,0,0,0.699103,0.0369
0.00020568,0,0,0.697465,0.03695
0.00020517,0,0,0.695814,0.037
0.000204656,0,0,0.694149,0.03705
0.000204137,0,0,0.692469,0.0371
0.000203612,0,0,0.690776,0.03715
0.000203083,0,0,0.689067,0.0372
0.000202547,0,0,0.687343,0.03725
0.000202007,0,0,0.685604,0.0373
0.000201461,0,0,0.68385,0.03735
0.00020091,0,0,0.68208,0.0374
0.000200352,0,0,0.680295,0.03745
0.00019979,0,0,0.678493,0.0375
0.00019922,0,0,0.676675,0.03755
0.000198645,0,0,0.67484,0.0376
0.000198065,0,0,0.67299,0.03765
0.000197478,0,0,0.671121,0.0377
0.000196885,0,0,0.669236,0.03775
0.000196285,0,0,0.667334,0.0378
0.00019568,0,0,0.665414,0.03785
0.000195067,0,0,0.663476,0.0379
0.000194449,0,0,0.66152,0.03795
0.000193824,0,0,0.659544,0.038
0.000193191,0,0,0.657551,0.03805
0.000192552,0,0,0.655537,0.0381
0.000191906,0,0,0.653505,0.03815
0.000191252,0,0,0.651453,0.0382
0.000190593,0,0,0.649381,0.03825
0.000189924,0,0,0.647288,0.0383
0.000189249,0,0,0.645175,0.03835
0.000188565,0,0,0.643041,0.0384
0.000187875,0,0,0.640885,0.03845
0.000187176,0,0,0.638708,0.0385
0.00018647,0,0,0.636508,0.03855
0.000185755,0,0,0.634287,0.0386
0.000185031,0,0,0.632041,0.03865
0.000184301,0,0,0.629773,0.0387
0.00018356,0,0,0.627482,0.03875
0.000182811,0,0,0.625165,0.0388
0.000182053,0,0,0.622825,0.03885
0.000181286,0,0,0.620459,0.0389
0.00018051,0,0,0.618069,0.03895
0.000179724,0,0,0.615652,0.039
0.000178929,0,0,0.613209,0.03905
0.000178124,0,0,0.610739,0.0391
0.000177309,0,0,0.60824,0.03915
0.000176484,0,0,0.605715,0.0392
0.000175648,0,0,0.603161,0.03925
0.000174802,0,0,0.600578,0.0393
0.000173945,0,0,0.597965,0.03935
0.000173077,0,0,0.595322,0.0394
0.000172197,0,0,0.592648,0.03945
0.000171307,0,0,0.589943,0.0395
0.000170404,0,0,0.587206,0.03955
0.00016949,0,0,0.584435,0.0396
0.000168564,0,0,0.581631,0.03965
0.000167624,0,0,0.578793,0.0397
0.000166672,0,0,0.575919,0.03975
0.000165707,0,0,0.573011,0.0398
0.000164728,0,0,0.570065,0.03985
0.000163736,0,0,0.567081,0.0399
0.000162729,0,0,0.56406,0.03995
0.000161709,0,0,0.560999,0.04
0.000160673,0,0,0.557898,0.04005
0.000159623,0,0,0.554756,0.0401
0.000158557,0,0,0.551571,0.04015
0.000157475,0,0,0.548343,0.0402
0.000156377,0,0,0.545071,0.04025
0.000155262,0,0,0.541754,0.0403
0.00015413,0,0,0.538389,0.04035
0.00015298,0,0,0.534977,0.0404
0.000151813,0,0,0.531515,0.04045
0.000150628,0,0,0.528004,0.0405
0.000149422,0,0,0.524439,0.04055
0.000148198,0,0,0.520822,0.0406
0.000146953,0,0,0.517149,0.04065
0.000145686,0,0,0.51342,0.0407
0.000144399,0,0,0.509632,0.04075
0.00014309,0,0,0.505784,0.0408
0.000141757,0,0,0.501874,0.04085
0.000140402,0,0,0.4979,0.0409
0.000139023,0,0,0.49386,0.04095
0.000137617,0,0,0.489752,0.041
0.000136186,0,0,0.485572,0.04105
0.000134729,0,0,0.481321,0.0411
0.000133243,0,0,0.476994,0.04115
0.000131729,0,0,0.472587,0.0412
0.000130185,0,0,0.468101,0.04125
0.00012861,0,0,0.463529,0.0413
0.000127002,0,0,0.458871,0.04135
0.000125362,0,0,0.454122,0.0414
0.000123687,0,0,0.449277,0.04145
0.000121975,0,0,0.444334,0.0415
0.000120225,0,0,0.439288,0.04155
0.000118436,0,0,0.434135,0.0416
0.000116606,0,0,0.42887,0.04165
0.000114732,0,0,0.423487,0.0417
0.000112813,0,0,0.417982,0.04175
0.000110847,0,0,0.412347,0.0418
0.000108831,0,0,0.406578,0.04185
0.000106762,0,0,0.400665,0.0419
0.000104638,0,0,0.394602,0.04195
0.000102455,0,0,0.38838,0.042
0.000100211,0,0,0.381991,0.04205
9.79011e-05,0,0,0.375424,0.0421
9.55212e-05,0,0,0.368666,0.04215
9.30675e-05,0,0,0.361709,0.0422
9.05341e-05,0,0,0.354536,0.04225
8.7916e-05,0,0,0.347133,0.0423
8.52067e-05,0,0,0.339483,0.04235
8.23989e-05,0,0,0.331566,0.0424
7.94854e-05,0,0,0.323363,0.04245
7.64565e-05,0,0,0.314848,0.0425
7.33022e-05,0,0,0.305995,0.04255
7.00103e-05,0,0,0.296769,0.0426
6.65681e-05,0,0,0.287138,0.04265
6.29589e-05,0,0,0.277057,0.0427
5.91647e-05,0,0,0.266478,0.04275
5.51641e-05,0,0,0.255346,0.0428
5.09318e-05,0,0,0.243592,0.04285
4.64386e-05,0,0,0.23114,0.0429
4.16514e-05,0,0,0.217907,0.04295
3.65344e-05,0,0,0.203797,0.043
3.10541e-05,0,0,0.188727,0.04305
2.51982e-05,0,0,0.172671,0.0431
1.9016e-05,0,0,0.155762,0.04315
1.27396e-05,0,0,0.138595,0.0432
7.00229e-06,0,0,0.122788,0.04325
2.87642e-06,0,0,0.111176,0.0433
8.7748e-07,0,0,0.10537,0.04335
2.24993e-07,0,0,0.10343,0.0434
5.42354e-08,0,0,0.102918,0.04345
1.28472e-08,0,0,0.102793,0.0435
3.02812e-09,0,0,0.102765,0.04355
7.12118e-10,0,0,0.102757,0.0436
1.67213e-10,0,0,0.102756,0.04365
3.92036e-11,0,0,0.102755,0.0437
9.17943e-12,0,0,0.102755,0.04375
2.14572e-12,0,0,0.102755,0.0438
5.00694e-13,0,0,0.102755,0.04385
1.16615e-13,0,0,0.102755,0.0439
2.71052e-14,0,0,0.102755,0.04395
6.28637e-15,0,0,0.102755,0.044
1.45461e-15,0,0,0.102755,0.04405
3.35776e-16,0,0,0.102755,0.0441
7.73089e-17,0,0,0.102755,0.04415
1.77597e-17,0,0,0.102755,0.0442
4.06295e-18,0,0,0.102755,0.04425
9.34207e-19,0,0,0.102755,0.0443
2.20658e-19,0,0,0.102755,0.04435
5.63958e-20,0,0,0.102755,0.0444
9.80797e-21,0,0,0.102755,0.04445
7.35598e-21,0,0,0.102755,0.0445
1.47119e-20,0,0,0.102755,0.04455
-2.45016e-21,0,0,0.102755,0.0446
0,0,0,0.102755,0.04465
0,0,0,0.102755,0.0447
1.71639e-20,0,0,0.102755,0.04475
-9.13218e-25,0,0,0.102755,0.0448
9.80797e-21,0,0,0.102755,0.04485
2.69719e-20,0,0,0.102755,0.0449
-2.452e-21,0,0,0.102755,0.04495
-2.45199e-21,0,0,0.102755,0.045
-4.90399e-21,0,0,0.102755,0.04505
-2.45199e-21,0,0,0.102755,0.0451
-4.90396e-21,0,0,0.102755,0.04515
-7.35598e-21,0,0,0.102755,0.0452
1.82644e-24,0,0,0.102755,0.04525
-9.80794e-21,0,0,0.102755,0.0453
-1.96159e-20,0,0,0.102755,0.04535
-1.71639e-20,0,0,0.102755,0.0454
-1.22636e-20,0,0,0.102755,0.04545
4.90399e-21,0,0,0.102755,0.0455
2.452e-21,0,0,0.102755,0.04555
-9.80797e-21,0,0,0.102755,0.0456
7.35598e-21,0,0,0.102755,0.04565
1.82644e-24,0,0,0.102755,0.0457
-2.20679e-20,0,0,0.102755,0.04575
-2.20679e-20,0,0,0.102755,0.0458
-1.47119e-20,0,0,0.102755,0.04585
-9.80885e-21,0,0,0.102755,0.0459
2.45199e-21,0,0,0.102755,0.04595
-7.35595e-21,0,0,0.102755,0.046
-2.20679e-20,0,0,0.102755,0.04605
-2.45199e-21,0,0,0.102755,0.0461
-4.90398e-21,0,0,0.102755,0.04615
-9.80797e-21,0,0,0.102755,0.0462
1.22599e-20,0,0,0.102755,0.04625
1.22599e-20,0,0,0.102755,0.0463
2.45199e-21,0,0,0.102755,0.04635
-2.20679e-20,0,0,0.102755,0.0464
-4.90399e-21,0,0,0.102755,0.04645
-4.90399e-21,0,0,0.102755,0.0465
-1.7163e-20,0,0,0.102755,0.04655
-4.90399e-21,0,0,0.102755,0.0466
-2.45199e-21,0,0,0.102755,0.04665
-1.22599e-20,0,0,0.102755,0.0467
-9.80797e-21,0,0,0.102755,0.04675
4.9067e-21,0,0,0.102755,0.0468
-2.452e-21,0,0,0.102755,0.04685
4.90398e-21,0,0,0.102755,0.0469
2.45199e-21,0,0,0.102755,0.04695
2.45473e-21,0,0,0.102755,0.047
-2.45196e-21,0,0,0.102755,0.04705
7.35598e-21,0,0,0.102755,0.0471
2.45199e-20,0,0,0.102755,0.04715
9.80797e-21,0,0,0.102755,0.0472
2.69719e-20,0,0,0.102755,0.04725
1.96159e-20,0,0,0.102755,0.0473
1.22599e-20,0,0,0.102755,0.04735
1.96159e-20,0,0,0.102755,0.0474
-2.45382e-21,0,0,0.102755,0.04745
-7.35598e-21,0,0,0.102755,0.0475
-4.90398e-21,0,0,0.102755,0.04755
-1.96159e-20,0,0,0.102755,0.0476
2.45181e-20,0,0,0.102755,0.04765
-2.45199e-21,0,0,0.102755,0.0477
-4.90399e-21,0,0,0.102755,0.04775
-1.71639e-20,0,0,0.102755,0.0478
-1.71639e-20,0,0,0.102755,0.04785
3.65286e-24,0,0,0.102755,0.0479
7.35598e-21,0,0,0.102755,0.04795
-2.45199e-21,0,0,0.102755,0.048
-1.22599e-20,0,0,0.102755,0.04805
7.35506e-21,0,0,0.102755,0.0481
9.80794e-21,0,0,0.102755,0.04815
-1.71639e-20,0,0,0.102755,0.0482
0,0,0,0.102755,0.04825
-9.80797e-21,0,0,0.102755,0.0483
-1.22599e-20,0,0,0.102755,0.04835
-7.35595e-21,0,0,0.102755,0.0484
-7.35598e-21,0,0,0.102755,0.04845
2.45199e-21,0,0,0.102755,0.0485
4.90215e-21,0,0,0.102755,0.04855
-4.90399e-21,0,0,0.102755,0.0486
-2.45199e-21,0,0,0.102755,0.04865
-4.90399e-21,0,0,0.102755,0.0487
-4.90307e-21,0,0,0.102755,0.04875
7.35598e-21,0,0,0.102755,0.0488
9.80797e-21,0,0,0.102755,0.04885
1.22599e-20,0,0,0.102755,0.0489
4.90399e-21,0,0,0.102755,0.04895
1.96132e-20,0,0,0.102755,0.049
7.35598e-21,0,0,0.102755,0.04905
7.35595e-21,0,0,0.102755,0.0491
0,0,0,0.102755,0.04915
-2.45199e-21,0,0,0.102755,0.0492
1.47119e-20,0,0,0.102755,0.04925
4.90398e-21,0,0,0.102755,0.0493
2.45199e-21,0,0,0.102755,0.04935
1.44231e-37,0,0,0.102755,0.0494
7.35598e-21,0,0,0.102755,0.04945
7.35598e-21,0,0,0.102755,0.0495
2.45199e-20,0,0,0.102755,0.04955
3.18759e-20,0,0,0.102755,0.0496
1.71648e-20,0,0,0.102755,0.04965
1.22599e-20,0,0,0.102755,0.0497
-9.80797e-21,0,0,0.102755,0.04975
9.80794e-21,0,0,0.102755,0.0498
9.13218e-25,0,0,0.102755,0.04985
-4.90398e-21,0,0,0.102755,0.0499
1.22599e-20,0,0,0.102755,0.04995
0,0,0,0.102755,0.05
